        -74.014771,40.709881,0.000000
        -74.014702,40.710361,0.000000
        -74.014542,40.710930,0.000000
        -74.014481,40.711681,0.000000
        -74.014282,40.712101,0.000000
        -74.014000,40.713299,0.000000
        -74.013657,40.713821,0.000000
        -74.013367,40.714691,0.000000
        -74.012802,40.717098,0.000000
        -74.012802,40.717098,0.000000
        -74.012650,40.717072,0.000000
        -74.011368,40.716492,0.000000
        -74.006348,40.714119,0.000000
        -74.005821,40.713951,0.000000
        -74.004051,40.713131,0.000000
        -74.004051,40.713131,0.000000
        -74.003571,40.713661,0.000000
        -74.002930,40.714039,0.000000
        -74.002609,40.714340,0.000000
        -74.002121,40.715172,0.000000
        -74.000290,40.717621,0.000000
        -73.997681,40.720810,0.000000
        -73.997681,40.720810,0.000000
        -73.997421,40.721420,0.000000
        -73.997421,40.721420,0.000000
        -73.994461,40.720421,0.000000
        -73.994141,40.720280,0.000000
        -73.994141,40.720280,0.000000
        -73.993896,40.720139,0.000000
        -73.987350,40.718182,0.000000
        -73.986488,40.717861,0.000000
        -73.986488,40.717861,0.000000
        -73.984398,40.717129,0.000000
        -73.979134,40.715542,0.000000
        -73.978500,40.715389,0.000000
        -73.978287,40.715382,0.000000
        -73.977409,40.715130,0.000000
        -73.969040,40.712650,0.000000
        -73.966957,40.711979,0.000000
        -73.966309,40.711681,0.000000
        -73.961403,40.710201,0.000000
        -73.961403,40.710201,0.000000
        -73.961014,40.709919,0.000000
        -73.960861,40.709740,0.000000
        -73.960808,40.709629,0.000000
        -73.960823,40.709412,0.000000
        -73.960823,40.709412,0.000000
        -73.954002,40.707069,0.000000
        -73.954002,40.707069,0.000000
        -73.954041,40.706921,0.000000
        -73.954430,40.706680,0.000000
        -73.954430,40.706680,0.000000
        -73.953789,40.706108,0.000000
        -73.953789,40.706108,0.000000
        -73.953468,40.706322,0.000000
        -73.953468,40.706322,0.000000
        -73.952911,40.706699,0.000000
        -73.952911,40.706699,0.000000
        -73.956711,40.708012,0.000000
        -73.956711,40.708012,0.000000
        -73.954300,40.711842,0.000000
        -73.954102,40.712219,0.000000
        -73.952881,40.714081,0.000000
        -73.952881,40.714081,0.000000
        -73.951431,40.715321,0.000000
        -73.951187,40.715450,0.000000
        -73.950256,40.716160,0.000000
        -73.948273,40.717480,0.000000
        -73.944099,40.720058,0.000000
        -73.941902,40.721291,0.000000
        -73.940147,40.722542,0.000000
        -73.937302,40.724079,0.000000
        -73.936943,40.724171,0.000000
        -73.936943,40.724171,0.000000
        -73.936790,40.724270,0.000000
        -73.934151,40.724972,0.000000
        -73.933823,40.725090,0.000000
        -73.933708,40.725182,0.000000
        -73.933708,40.725182,0.000000
        -73.932640,40.725449,0.000000
        -73.932198,40.725601,0.000000
        -73.931580,40.725880,0.000000
        -73.931000,40.726200,0.000000
        -73.930473,40.726570,0.000000
        -73.928207,40.728420,0.000000
        -73.927513,40.729118,0.000000
        -73.926880,40.729870,0.000000
        -73.925323,40.732220,0.000000
        -73.925323,40.732220,0.000000
        -73.924721,40.732670,0.000000
        -73.924492,40.732780,0.000000
        -73.924110,40.732891,0.000000
        -73.923622,40.732929,0.000000
        -73.922661,40.732780,0.000000
        -73.922218,40.732800,0.000000
        -73.921829,40.732941,0.000000
        -73.921600,40.733109,0.000000
        -73.921410,40.733379,0.000000
        -73.921349,40.733608,0.000000
        -73.921341,40.733841,0.000000
        -73.921410,40.734100,0.000000
        -73.921829,40.734680,0.000000
        -73.922287,40.735008,0.000000
        -73.922691,40.735222,0.000000
        -73.923088,40.735359,0.000000
        -73.924103,40.735600,0.000000
        -73.925583,40.736061,0.000000
        -73.926498,40.736271,0.000000
        -73.928307,40.736568,0.000000
        -73.928459,40.736561,0.000000
        -73.931313,40.737110,0.000000
        -73.933479,40.737411,0.000000
        -73.935699,40.737831,0.000000
        -73.937500,40.738041,0.000000
        -73.938622,40.738289,0.000000
        -73.939957,40.738739,0.000000
        -73.944351,40.740601,0.000000
        -73.945343,40.740891,0.000000
        -73.949509,40.741692,0.000000
        -73.950340,40.741699,0.000000
        -73.951820,40.741520,0.000000
        -73.952370,40.741520,0.000000
        -73.952370,40.741520,0.000000
        -73.953331,40.741570,0.000000
        -73.954971,40.741539,0.000000
        -73.955521,40.741589,0.000000
        -73.958290,40.742142,0.000000
        -73.959160,40.742359,0.000000
        -73.959808,40.742580,0.000000
        -73.961029,40.743210,0.000000
        -73.961777,40.743729,0.000000
        -73.966667,40.747429,0.000000
        -73.967323,40.747822,0.000000
        -73.967850,40.748081,0.000000
        -73.968674,40.748348,0.000000
        -73.969223,40.748390,0.000000
        -73.969543,40.748360,0.000000
        -73.970131,40.748138,0.000000
        -73.970581,40.747879,0.000000
        -73.970901,40.747589,0.000000
        -73.971817,40.746319,0.000000
        -73.972160,40.746029,0.000000
        -73.972313,40.745972,0.000000
        -73.972641,40.745918,0.000000
        -73.973160,40.745941,0.000000
        -73.973419,40.745991,0.000000
        -73.973938,40.746220,0.000000
        -73.973938,40.746220,0.000000
        -73.974579,40.746529,0.000000
        -73.975777,40.747009,0.000000
        -73.976128,40.747379,0.000000
        -73.976128,40.747379,0.000000
        -73.976723,40.747620,0.000000
        -73.976723,40.747620,0.000000
        -73.974426,40.750759,0.000000
        -73.974426,40.750759,0.000000
        -73.989792,40.757229,0.000000
